id,新規,,スキル名,テキスト,SP,種類,,キャラ,下位スキル,確定発動,CT,査定,前提条件,CM順位,LoH順位,条件,CM順位,LoH順位,効果1,効果量1,効果2,効果量2,効果3,効果量3,効果時間,前提条件,CM順位,LoH順位,条件,CM順位,LoH順位,効果1,効果量1,効果2,効果量1,効果3,効果量1,効果時間,
201291,,#REF!,再燃焼,レース終盤に持久力を少し使って加速力を上げる＜作戦・逃げ＞,180,金,,,二の矢,,500,508,,,,running_style==1&phase_random==2,,,加速,0.4,回復,-0.02,,,3,,,,,,,,,,,,,,201291|再燃焼
201292,,#REF!,二の矢,レース終盤に持久力を少し使って加速力をわずかに上げる＜作戦・逃げ＞,180,白,,,,,500,217,,,,running_style==1&phase_random==2,,,加速,0.2,回復,-0.02,,,3,,,,,,,,,,,,,,201292|二の矢
201302,,#REF!,リスタート,レース序盤にハナを取れていないと前のウマ娘の動きをわずかに鈍くする＜作戦・逃げ＞,130,白,,,,,500,217,,,,running_style==1&phase_random==0&order>=2&accumulatetime>=5,2位以下,2位以下,加速,-0.1,,,,,3,,,,,,,,,,,,,,201302|リスタート
201311,,#REF!,先行直線◎,直線で速度が少し上がる＜作戦・先行＞,140,白,,,先行直線○,,500,262,,,,running_style==2&straight_random==1,,,目標速度,0.25,,,,,3,,,,,,,,,,,,,,201311|先行直線◎
201312,,#REF!,先行直線○,直線で速度がわずかに上がる＜作戦・先行＞,130,白,,,,,500,217,,,,running_style==2&straight_random==1,,,目標速度,0.15,,,,,3,,,,,,,,,,,,,,201312|先行直線○
201321,,#REF!,先行コーナー◎,コーナーで速度が少し上がる＜作戦・先行＞,140,白,,,先行コーナー○,,500,262,,,,running_style==2&all_corner_random==1,,,目標速度,0.25,,,,,3,,,,,,,,,,,,,,201321|先行コーナー◎
201322,,#REF!,先行コーナー○,コーナーで速度がわずかに上がる＜作戦・先行＞,130,白,,,,,500,217,,,,running_style==2&all_corner_random==1,,,目標速度,0.15,,,,,3,,,,,,,,,,,,,,201322|先行コーナー○
201331,,#REF!,技巧派,左右に移動するとき加速力が少し上がる＜作戦・先行＞,120,金,,,巧みなステップ,,500,334,,,,running_style==2&is_move_lane==1@running_style==2&is_move_lane==2,,,加速,0.3,,,,,3,,,,,,,,,,,,,,201331|技巧派
201332,,#REF!,巧みなステップ,左右に移動するとき加速力がわずかに上がる＜作戦・先行＞,120,白,,,,,500,217,,,,running_style==2&is_move_lane==1@running_style==2&is_move_lane==2,,,加速,0.2,,,,,3,,,,,,,,,,,,,,201332|巧みなステップ
201341,,#REF!,決意の直滑降,下り坂で加速力が少し上がる＜作戦・先行＞,120,金,,,直滑降,,500,334,,,,running_style==2&down_slope_random==1,,,加速,0.3,,,,,3,,,,,,,,,,,,,,201341|決意の直滑降
201342,,#REF!,直滑降,下り坂で加速力がわずかに上がる＜作戦・先行＞,120,白,,,,,500,217,,,,running_style==2&down_slope_random==1,,,加速,0.2,,,,,3,,,,,,,,,,,,,,201342|直滑降
201351,,#REF!,食いしん坊,レース中盤に持久力が回復する＜作戦・先行＞,180,金,,,栄養補給,,500,508,,,,running_style==2&phase_random==1,,,回復,0.055,,,,,,,,,,,,,,,,,,,201351|食いしん坊
201352,,#REF!,栄養補給,レース中盤に持久力がわずかに回復する＜作戦・先行＞,180,白,,,,,500,217,,,,running_style==2&phase_random==1,,,回復,0.015,,,,,,,,,,,,,,,,,,,201352|栄養補給
201361,,#REF!,くじけぬ精神,レース中盤に後ろの方にいると加速力が少し上がる＜作戦・先行＞,120,金,,,まき直し,,500,334,,,,running_style==2&phase_random==1&order_rate>40,5位以下,6位以下,加速,0.3,,,,,3,,,,,,,,,,,,,,201361|くじけぬ精神
201362,,#REF!,まき直し,レース中盤に後ろの方にいると加速力がわずかに上がる＜作戦・先行＞,120,白,,,,,500,217,,,,running_style==2&phase_random==1&order_rate>40,5位以下,6位以下,加速,0.2,,,,,3,,,,,,,,,,,,,,201362|まき直し
201371,,#REF!,幻惑のかく乱,レース終盤に前の方にいると後方の視野が少し狭くなる＜作戦・先行＞,110,金,,,かく乱,,500,334,,,,running_style==2&phase_random==2&order_rate<=50,5位以上,6位以上,視野,-5,,,,,3,,,,,,,,,,,,,,201371|幻惑のかく乱
201372,,#REF!,かく乱,レース終盤に前の方にいると後方の視野がわずかに狭くなる＜作戦・先行＞,110,白,,,,,500,85,,,,running_style==2&phase_random==2&order_rate<=50,5位以上,6位以上,視野,-3,,,,,3,,,,,,,,,,,,,,201372|かく乱
201381,,#REF!,差し直線◎,直線で速度が少し上がる＜作戦・差し＞,140,白,,,差し直線○,,500,262,,,,running_style==3&straight_random==1,,,目標速度,0.25,,,,,3,,,,,,,,,,,,,,201381|差し直線◎
201382,,#REF!,差し直線○,直線で速度がわずかに上がる＜作戦・差し＞,130,白,,,,,500,217,,,,running_style==3&straight_random==1,,,目標速度,0.15,,,,,3,,,,,,,,,,,,,,201382|差し直線○
201383,,#REF!,鋭脚一閃,直線で速度が上がる＜作戦・差し＞,150,金,,,差し直線◎,,500,508,,,,running_style==3&straight_random==1,,,目標速度,0.35,,,,,3,,,,,,,,,,,,,,201383|鋭脚一閃
201391,,#REF!,差しコーナー◎,コーナーで速度が少し上がる＜作戦・差し＞,140,白,,,差しコーナー○,,500,262,,,,running_style==3&all_corner_random==1,,,目標速度,0.25,,,,,3,,,,,,,,,,,,,,201391|差しコーナー◎
201392,,#REF!,差しコーナー○,コーナーで速度がわずかに上がる＜作戦・差し＞,130,白,,,,,500,217,,,,running_style==3&all_corner_random==1,,,目標速度,0.15,,,,,3,,,,,,,,,,,,,,201392|差しコーナー○
201393,,#REF!,鋭脚円刃,コーナーで速度が上がる＜作戦・差し＞,150,金,,,差しコーナー◎,,500,508,,,,running_style==3&all_corner_random==1,,,目標速度,0.35,,,,,3,,,,,,,,,,,,,,201393|鋭脚円刃
201401,,#REF!,努力家,追い抜こうとするときしばらくの間加速力が少し上がる＜作戦・差し＞,120,金,,,がんばり屋,,500,334,,,,running_style==3&is_overtake==1&accumulatetime>=5,,,加速,0.3,,,,,4,,,,,,,,,,,,,,201401|努力家
201402,,#REF!,がんばり屋,追い抜こうとするときしばらくの間加速力がわずかに上がる＜作戦・差し＞,120,白,,,,,500,217,,,,running_style==3&is_overtake==1&accumulatetime>=5,,,加速,0.2,,,,,4,,,,,,,,,,,,,,201402|がんばり屋
201411,,#REF!,百万バリキ,上り坂で速度が上がる＜作戦・差し＞,120,金,,,十万バリキ,,500,334,,,,running_style==3&up_slope_random==1,,,目標速度,0.35,,,,,2.4,,,,,,,,,,,,,,201411|百万バリキ
201412,,#REF!,十万バリキ,上り坂で速度がわずかに上がる＜作戦・差し＞,120,白,,,,,500,217,,,,running_style==3&up_slope_random==1,,,目標速度,0.15,,,,,2.4,,,,,,,,,,,,,,201412|十万バリキ
201421,,#REF!,リラックス,レース中盤に中団以降にいると持久力を回復する＜作戦・差し＞,180,金,,,小休憩,,500,508,,,,running_style==3&phase_random==1&order_rate>=40,4位以下,5位以下,回復,0.055,,,,,,,,,,,,,,,,,,,201421|リラックス
201422,,#REF!,小休憩,レース中盤に中団以降にいると持久力をわずかに回復する＜作戦・差し＞,180,白,,,,,500,217,,,,running_style==3&phase_random==1&order_rate>=40,4位以下,5位以下,回復,0.015,,,,,,,,,,,,,,,,,,,201422|小休憩
201431,,#REF!,大局観,レース中盤に観察力が高まり視野を広く持てる＜作戦・差し＞,120,金,,,読解力,,500,334,,,,running_style==3&phase_random==1,,,視野,15,,,,,3,,,,,,,,,,,,,,201431|大局観
201432,,#REF!,読解力,レース中盤に観察力が高まり視野をわずかに広く持てる＜作戦・差し＞,120,白,,,,,500,85,,,,running_style==3&phase_random==1,,,視野,5,,,,,3,,,,,,,,,,,,,,201432|読解力
201441,,#REF!,八方にらみ,レース終盤に他のウマ娘が動揺する＜作戦・差し＞,180,金,,,鋭い眼光,,500,508,,,,running_style==3&phase_random==2&order_rate>50,6位以下,7位以下,回復,-0.03,,,,,,,,,,,,,,,,,,,201441|八方にらみ
201442,,#REF!,鋭い眼光,レース終盤に他のウマ娘がわずかに動揺する＜作戦・差し＞,180,白,,,,,500,217,,,,running_style==3&phase_random==2&order_rate>50,6位以下,7位以下,回復,-0.01,,,,,,,,,,,,,,,,,,,201442|鋭い眼光
201451,,#REF!,追込直線◎,直線で速度が少し上がる＜作戦・追込＞,140,白,,,追込直線○,,500,262,,,,running_style==4&straight_random==1,,,目標速度,0.25,,,,,3,,,,,,,,,,,,,,201451|追込直線◎
201452,,#REF!,追込直線○,直線で速度がわずかに上がる＜作戦・追込＞,130,白,,,,,500,217,,,,running_style==4&straight_random==1,,,目標速度,0.15,,,,,3,,,,,,,,,,,,,,201452|追込直線○
201453,,#REF!,月影一閃,直線で速度が上がる＜作戦・追込＞,150,金,,,追込直線◎,,500,508,,,,running_style==4&straight_random==1,,,目標速度,0.35,,,,,3,,,,,,,,,,,,,,201453|月影一閃
201461,,#REF!,追込コーナー◎,コーナーで速度が少し上がる＜作戦・追込＞,140,白,,,追込コーナー○,,500,262,,,,running_style==4&all_corner_random==1,,,目標速度,0.25,,,,,3,,,,,,,,,,,,,,201461|追込コーナー◎
201462,,#REF!,追込コーナー○,コーナーで速度がわずかに上がる＜作戦・追込＞,130,白,,,,,500,217,,,,running_style==4&all_corner_random==1,,,目標速度,0.15,,,,,3,,,,,,,,,,,,,,201462|追込コーナー○
201463,,#REF!,月影円刃,コーナーで速度が上がる＜作戦・追込＞,150,金,,,追込コーナー◎,,500,508,,,,running_style==4&all_corner_random==1,,,目標速度,0.35,,,,,3,,,,,,,,,,,,,,201463|月影円刃
201471,,#REF!,視界良好！異常なし！,左右に移動すると状況を把握して視野が少し広くなる＜作戦・追込＞,110,金,,,お見通し,,500,334,,,,running_style==4&is_move_lane==1@running_style==4&is_move_lane==2,,,視野,10,,,,,3,,,,,,,,,,,,,,201471|視界良好！異常なし！
201472,,#REF!,お見通し,左右に移動すると状況を把握して視野がわずかに広くなる＜作戦・追込＞,110,白,,,,,500,85,,,,running_style==4&is_move_lane==1@running_style==4&is_move_lane==2,,,視野,5,,,,,3,,,,,,,,,,,,,,201472|お見通し
201481,,#REF!,下校後のスペシャリスト,下り坂で疲れにくくなる＜作戦・追込＞,170,金,,,下校の楽しみ,,500,508,,,,running_style==4&slope==2&accumulatetime>=10,,,回復,0.055,,,,,,,,,,,,,,,,,,,201481|下校後のスペシャリスト
201482,,#REF!,下校の楽しみ,下り坂でわずかに疲れにくくなる＜作戦・追込＞,170,白,,,,,500,217,,,,running_style==4&slope==2&accumulatetime>=10,,,回復,0.015,,,,,,,,,,,,,,,,,,,201482|下校の楽しみ
201491,,#REF!,冷静沈着,前のウマ娘のすぐ後ろに付けると落ち着いて持久力を回復する＜作戦・追込＞,180,金,,,冷静,,500,508,,,,running_style==4&infront_near_lane_time>=1&accumulatetime>=10,,,回復,0.055,,,,,,,,,,,,,,,,,,,201491|冷静沈着
201492,,#REF!,冷静,前のウマ娘のすぐ後ろに付けると落ち着いて持久力をわずかに回復する＜作戦・追込＞,180,白,,,,,500,217,,,,running_style==4&infront_near_lane_time>=1&accumulatetime>=10,,,回復,0.015,,,,,,,,,,,,,,,,,,,201492|冷静
201501,,#REF!,天命士,レース終盤に後ろの方にいると視野が広くなる＜作戦・追込＞,110,金,,,策士,,500,334,,,,running_style==4&phase_random==2&order_rate>50,6位以下,7位以下,視野,15,,,,,3,,,,,,,,,,,,,,201501|天命士
201502,,#REF!,策士,レース終盤に後ろの方にいると視野がわずかに広くなる＜作戦・追込＞,110,白,,,,,500,85,,,,running_style==4&phase_random==2&order_rate>50,6位以下,7位以下,視野,5,,,,,3,,,,,,,,,,,,,,201502|策士
201511,,#REF!,熱いまなざし,レース終盤に目を付けたウマ娘の緊張感が増す＜作戦・追込＞,180,金,,,まなざし,,500,508,,,,running_style==4&phase_random==2&order>=2,2位以下,2位以下,現在速度,0.25,,,,,3,,,,,,,,,,,,,,201511|熱いまなざし
201512,,#REF!,まなざし,レース終盤に目を付けたウマ娘の緊張感がわずかに増す＜作戦・追込＞,180,白,,,,,500,217,,,,running_style==4&phase_random==2&order>=2,2位以下,2位以下,現在速度,0.15,,,,,3,,,,,,,,,,,,,,201512|まなざし
201521,,#REF!,逃げのコツ◎,良い位置につきやすくなる＜作戦・逃げ＞,130,白,,,逃げのコツ○,○,,217,,,,running_style==1,,,緑(賢さ),60,視野,10,,,-0.0001,,,,,,,,,,,,,,201521|逃げのコツ◎
201522,,#REF!,逃げのコツ○,良い位置に少しつきやすくなる＜作戦・逃げ＞,110,白,,,,○,,174,,,,running_style==1,,,緑(賢さ),40,視野,5,,,-0.0001,,,,,,,,,,,,,,201522|逃げのコツ○
201531,,#REF!,先行のコツ◎,良い位置につきやすくなる＜作戦・先行＞,130,白,,,先行のコツ○,○,,217,,,,running_style==2,,,緑(賢さ),60,視野,10,,,-0.0001,,,,,,,,,,,,,,201531|先行のコツ◎
201532,,#REF!,先行のコツ○,良い位置に少しつきやすくなる＜作戦・先行＞,110,白,,,,○,,174,,,,running_style==2,,,緑(賢さ),40,視野,5,,,-0.0001,,,,,,,,,,,,,,201532|先行のコツ○
201541,,#REF!,差しのコツ◎,良い位置につきやすくなる＜作戦・差し＞,130,白,,,差しのコツ○,○,,217,,,,running_style==3,,,緑(賢さ),60,視野,10,,,-0.0001,,,,,,,,,,,,,,201541|差しのコツ◎
201542,,#REF!,差しのコツ○,良い位置に少しつきやすくなる＜作戦・差し＞,110,白,,,,○,,174,,,,running_style==3,,,緑(賢さ),40,視野,5,,,-0.0001,,,,,,,,,,,,,,201542|差しのコツ○
201551,,#REF!,追込のコツ◎,良い位置につきやすくなる＜作戦・追込＞,130,白,,,追込のコツ○,○,,217,,,,running_style==4,,,緑(賢さ),60,視野,10,,,-0.0001,,,,,,,,,,,,,,201551|追込のコツ◎
201552,,#REF!,追込のコツ○,良い位置に少しつきやすくなる＜作戦・追込＞,110,白,,,,○,,174,,,,running_style==4,,,緑(賢さ),40,視野,5,,,-0.0001,,,,,,,,,,,,,,201552|追込のコツ○
201561,,#REF!,スーパーラッキーセブン,枠番が7の時に良いことが起きる場合がある,110,金,,,ラッキーセブン,,,334,,,,random_lot==50&post_number==7,,,緑(スピ),60,緑(スタ),60,緑(パワ),60,-0.0001,,,,,,,,,,,,,,201561|スーパーラッキーセブン
201562,,#REF!,ラッキーセブン,枠番が7の時に少し良いことが起きる場合がある,110,白,,,,,,174,,,,random_lot==50&post_number==7,,,緑(スピ),40,緑(スタ),40,緑(パワ),40,-0.0001,,,,,,,,,,,,,,201562|ラッキーセブン
201571,,#REF!,スリーセブン,残り距離が777mの時にわずかに元気が出る,160,白,,,,,500,217,,,,remain_distance<=778&remain_distance>=776,,,回復,0.015,,,,,,,,,,,,,,,,,,,201571|スリーセブン
201581,,#REF!,登山家,上り坂で加速力がわずかに上がる,160,白,,,,,500,217,,,,up_slope_random==1,,,加速,0.2,,,,,3,,,,,,,,,,,,,,201581|登山家
201582,,#REF!,究極のヒルクライマー,上り坂で加速力が上がる,160,金,,,登山家,,500,508,,,,up_slope_random==1,,,加速,0.4,,,,,3,,,,,,,,,,,,,,201582|究極のヒルクライマー
201591,,#REF!,ウマ好み,近くにウマ娘がたくさんいると速度がわずかに上がる,160,白,,,,,500,217,,,,near_count>=3&accumulatetime>=5,,,目標速度,0.15,,,,,3,,,,,,,,,,,,,,201591|ウマ好み
201592,,#REF!,ウママニア,近くにウマ娘がたくさんいると速度が上がる,160,金,,,ウマ好み,,500,508,,,,near_count>=3&accumulatetime>=5,,,目標速度,0.35,,,,,3,,,,,,,,,,,,,,201592|ウママニア
201601,,#REF!,地固め,レース序盤にスキルを多く発動すると加速力がわずかに上がる,100,白,,,,,500,217,,,,activate_count_start>=3,,,加速,0.2,,,,,3,,,,,,,,,,,,,,201601|地固め
201602,,#REF!,盤石の構え,レース序盤にスキルを多く発動すると加速力が上がる,180,金,,,地固め,,500,508,,,,activate_count_start>=3,,,加速,0.4,,,,,3,,,,,,,,,,,,,,201602|盤石の構え
201611,,#REF!,尻尾上がり,レース中盤にスキルを多く発動すると速度がわずかに上がる,100,白,,,,,500,217,,,,activate_count_middle>=3,,,目標速度,0.15,,,,,3,,,,,,,,,,,,,,201611|尻尾上がり
201612,,#REF!,尻尾の滝登り,レース中盤にスキルを多く発動すると速度が上がる,180,金,,,尻尾上がり,,500,508,,,,activate_count_middle>=3,,,目標速度,0.35,,,,,3,,,,,,,,,,,,,,201612|尻尾の滝登り
201621,,#REF!,ふり絞り,レース終盤にスキルを多く発動すると持久力がわずかに回復する,100,白,,,,,500,217,,,,activate_count_end_after>=3,,,回復,0.015,,,,,,,,,,,,,,,,,,,201621|ふり絞り
201631,,#REF!,シンパシー,シンパシーの心を持つウマ娘が多いレースだと少し能力が上がる,70,白,,,,○,,129,,,,same_skill_horse_count>=5,,,緑(スピ),40,,,,,-0.0001,,,,,,,,,,,,,,201631|シンパシー
201641,,#REF!,一匹狼,自分だけが一匹狼の心を持つレースで少し能力が上がる,70,白,,,,○,,129,,,,same_skill_horse_count==1,,,緑(スピ),40,,,,,-0.0001,,,,,,,,,,,,,,201641|一匹狼
201651,,#REF!,スリップストリーム,前のウマ娘のすぐ後ろに付けると速度がわずかに上がる,160,白,,,,,30,217,,,,infront_near_lane_time>=3&accumulatetime>=10,,,目標速度,0.15,,,,,3,,,,,,,,,,,,,,201651|スリップストリーム
201652,,#REF!,いいとこ入った！,前のウマ娘のすぐ後ろに付けると速度が上がる,160,金,,,スリップストリーム,,30,508,,,,infront_near_lane_time>=3&accumulatetime>=10,,,目標速度,0.35,,,,,3,,,,,,,,,,,,,,201652|いいとこ入った！
